Codice Ripartizione geografica;Codice Regione;Codice Provincia Storico;Codice Provincia Uts;Codice Comune alfanumerico;Codice Comune numerico;Comune;Comune dizione straniera;Sigla automobilistica;Popolazione legale;Anno Censimento;Superficie territoriale Kmq;Anno Superficie territoriale;Popolazione residente;Anno Popolazione residente
1;01;006;006;006136;6136;Ponzone;;AL;999;2021;69,0285;2025;982;2023
1;01;006;006;006137;6137;Pozzol Groppo;;AL;296;2021;14,0867;2025;295;2023
1;01;006;006;006138;6138;Pozzolo Formigaro;;AL;4513;2021;36,1764;2025;4519;2023
1;01;006;006;006139;6139;Prasco;;AL;479;2021;5,9723;2025;495;2023
1;01;006;006;006140;6140;Predosa;;AL;1895;2021;33,0071;2025;1907;2023
1;01;006;006;006141;6141;Quargnento;;AL;1347;2021;36,1646;2025;1334;2023
1;01;006;006;006142;6142;Quattordio;;AL;1497;2021;17,7334;2025;1462;2023
1;01;006;006;006143;6143;Ricaldone;;AL;612;2021;10,515;2025;607;2023
1;01;006;006;006144;6144;Rivalta Bormida;;AL;1394;2021;10,0518;2025;1366;2023
1;01;006;006;006145;6145;Rivarone;;AL;393;2021;6,0734;2025;395;2023
1;01;006;006;006146;6146;Roccaforte Ligure;;AL;123;2021;20,5892;2025;117;2023
1;01;006;006;006147;6147;Rocca Grimalda;;AL;1430;2021;15,4613;2025;1401;2023
1;01;006;006;006148;6148;Rocchetta Ligure;;AL;218;2021;10,1543;2025;220;2023
1;01;006;006;006149;6149;Rosignano Monferrato;;AL;1458;2021;19,2796;2025;1425;2023
1;01;006;006;006150;6150;Sala Monferrato;;AL;340;2021;7,5754;2025;331;2023
1;01;006;006;006151;6151;Sale;;AL;3916;2021;44,915;2025;3842;2023
1;01;006;006;006152;6152;San Cristoforo;;AL;542;2021;3,5707;2025;519;2023
1;01;006;006;006153;6153;San Giorgio Monferrato;;AL;1201;2021;7,1153;2025;1221;2023
1;01;006;006;006154;6154;San Salvatore Monferrato;;AL;4045;2021;31,6916;2025;4017;2023
1;01;006;006;006155;6155;San Sebastiano Curone;;AL;525;2021;3,8925;2025;550;2023
1;01;006;006;006156;6156;Sant'Agata Fossili;;AL;367;2021;7,7063;2025;364;2023
1;01;006;006;006157;6157;Sardigliano;;AL;386;2021;12,743;2025;374;2023
1;01;006;006;006158;6158;Sarezzano;;AL;1124;2021;13,8531;2025;1098;2023
1;01;006;006;006159;6159;Serralunga di Crea;;AL;509;2021;8,8425;2025;496;2023
1;01;006;006;006160;6160;Serravalle Scrivia;;AL;5878;2021;15,9473;2025;5890;2023
1;01;006;006;006161;6161;Sezzadio;;AL;1174;2021;34,3196;2025;1174;2023
1;01;006;006;006162;6162;Silvano d'Orba;;AL;1914;2021;12,168;2025;1890;2023
1;01;006;006;006163;6163;Solero;;AL;1565;2021;22,5538;2025;1598;2023
1;01;006;006;006164;6164;Solonghello;;AL;195;2021;4,9533;2025;195;2023
1;01;006;006;006165;6165;Spigno Monferrato;;AL;923;2021;54,8539;2025;903;2023
1;01;006;006;006166;6166;Spineto Scrivia;;AL;367;2021;3,9541;2025;371;2023
1;01;006;006;006167;6167;Stazzano;;AL;2337;2021;17,9146;2025;2282;2023
1;01;006;006;006168;6168;Strevi;;AL;1896;2021;15,2889;2025;1956;2023
1;01;006;006;006169;6169;Tagliolo Monferrato;;AL;1503;2021;26,2113;2025;1478;2023
1;01;006;006;006170;6170;Tassarolo;;AL;599;2021;7,035;2025;581;2023
1;01;006;006;006171;6171;Terruggia;;AL;912;2021;7,266;2025;881;2023
1;01;006;006;006172;6172;Terzo;;AL;838;2021;8,7959;2025;821;2023
1;01;006;006;006173;6173;Ticineto;;AL;1307;2021;8,1813;2025;1314;2023
1;01;006;006;006174;6174;Tortona;;AL;26461;2021;98,8665;2025;26436;2023
1;01;006;006;006175;6175;Treville;;AL;258;2021;4,6032;2025;267;2023
1;01;006;006;006176;6176;Trisobbio;;AL;667;2021;9,2193;2025;647;2023
1;01;006;006;006177;6177;Valenza;;AL;18090;2021;48,4945;2025;18084;2023
1;01;006;006;006178;6178;Valmacca;;AL;966;2021;12,2936;2025;976;2023
1;01;006;006;006179;6179;Vignale Monferrato;;AL;943;2021;18,7257;2025;952;2023
1;01;006;006;006180;6180;Vignole Borbera;;AL;2022;2021;8,6455;2025;2038;2023
1;01;006;006;006181;6181;Viguzzolo;;AL;3054;2021;18,3072;2025;3068;2023
1;01;006;006;006182;6182;Villadeati;;AL;481;2021;14,4926;2025;484;2023
1;01;006;006;006183;6183;Villalvernia;;AL;876;2021;4,4416;2025;858;2023
1;01;006;006;006184;6184;Villamiroglio;;AL;299;2021;9,8686;2025;292;2023
1;01;006;006;006185;6185;Villanova Monferrato;;AL;1748;2021;16,5563;2025;1714;2023
1;01;006;006;006186;6186;Villaromagnano;;AL;653;2021;6,0672;2025;655;2023
1;01;006;006;006187;6187;Visone;;AL;1138;2021;12,5616;2025;1180;2023
1;01;006;006;006188;6188;Volpedo;;AL;1157;2021;10,4833;2025;1137;2023
1;01;006;006;006189;6189;Volpeglino;;AL;134;2021;3,2458;2025;127;2023
1;01;006;006;006190;6190;Voltaggio;;AL;667;2021;52,1828;2025;652;2023
1;01;006;006;006191;6191;Cassano Spinola;;AL;1825;2021;17,159;2025;1793;2023
1;01;006;006;006192;6192;Alluvioni Piovera;;AL;1616;2021;24,7844;2025;1602;2023
1;01;006;006;006193;6193;Lu e Cuccaro Monferrato;;AL;1330;2021;27,0951;2025;1296;2023
1;02;007;007;007001;7001;Allein;;AO;211;2021;7,964;2025;209;2023
1;02;007;007;007002;7002;Antey-Saint-André;;AO;542;2021;11,8126;2025;565;2023
1;02;007;007;007003;7003;Aosta;;AO;33223;2021;21,3922;2025;33098;2023
1;02;007;007;007004;7004;Arnad;;AO;1249;2021;28,8405;2025;1232;2023
1;02;007;007;007005;7005;Arvier;;AO;833;2021;33,3596;2025;806;2023
1;02;007;007;007006;7006;Avise;;AO;299;2021;52,6166;2025;303;2023
1;02;007;007;007007;7007;Ayas;;AO;1359;2021;129,4208;2025;1369;2023
1;02;007;007;007008;7008;Aymavilles;;AO;2114;2021;53,2435;2025;2096;2023
1;02;007;007;007009;7009;Bard;;AO;108;2021;3,0315;2025;102;2023
1;02;007;007;007010;7010;Bionaz;;AO;218;2021;142,0904;2025;222;2023
1;02;007;007;007011;7011;Brissogne;;AO;948;2021;25,5436;2025;953;2023
1;02;007;007;007012;7012;Brusson;;AO;861;2021;55,2569;2025;814;2023
1;02;007;007;007013;7013;Challand-Saint-Anselme;;AO;742;2021;27,9864;2025;740;2023
1;02;007;007;007014;7014;Challand-Saint-Victor;;AO;547;2021;25,1589;2025;546;2023
1;02;007;007;007015;7015;Chambave;;AO;886;2021;21,5416;2025;869;2023
1;02;007;007;007016;7016;Chamois;;AO;109;2021;14,5283;2025;108;2023
1;02;007;007;007017;7017;Champdepraz;;AO;717;2021;48,7924;2025;726;2023
1;02;007;007;007018;7018;Champorcher;;AO;374;2021;68,4323;2025;369;2023
1;02;007;007;007019;7019;Charvensod;;AO;2367;2021;25,8619;2025;2423;2023
1;02;007;007;007020;7020;Châtillon;;AO;4402;2021;39,6811;2025;4346;2023
1;02;007;007;007021;7021;Cogne;;AO;1315;2021;213,0366;2025;1310;2023
1;02;007;007;007022;7022;Courmayeur;;AO;2615;2021;209,6058;2025;2602;2023
1;02;007;007;007023;7023;Donnas;;AO;2389;2021;33,9756;2025;2391;2023
1;02;007;007;007024;7024;Doues;;AO;502;2021;16,2542;2025;505;2023
1;02;007;007;007025;7025;Emarèse;;AO;220;2021;10,233;2025;225;2023
1;02;007;007;007026;7026;Etroubles;;AO;472;2021;39,5692;2025;481;2023
1;02;007;007;007027;7027;Fénis;;AO;1788;2021;68,1198;2025;1769;2023
1;02;007;007;007028;7028;Fontainemore;;AO;425;2021;31,7086;2025;432;2023
1;02;007;007;007029;7029;Gaby;;AO;424;2021;32,8795;2025;418;2023
1;02;007;007;007030;7030;Gignod;;AO;1699;2021;25,9833;2025;1687;2023
1;02;007;007;007031;7031;Gressan;;AO;3390;2021;25,2939;2025;3375;2023
1;02;007;007;007032;7032;Gressoney-La-Trinité;;AO;332;2021;66,5155;2025;320;2023
1;02;007;007;007033;7033;Gressoney-Saint-Jean;;AO;799;2021;69,6469;2025;760;2023
1;02;007;007;007034;7034;Hône;;AO;1148;2021;12,6384;2025;1159;2023
1;02;007;007;007035;7035;Introd;;AO;642;2021;20,0381;2025;653;2023
1;02;007;007;007036;7036;Issime;;AO;378;2021;34,6742;2025;381;2023
1;02;007;007;007037;7037;Issogne;;AO;1323;2021;23,584;2025;1290;2023
1;02;007;007;007038;7038;Jovençan;;AO;716;2021;7,012;2025;714;2023
1;02;007;007;007039;7039;La Magdeleine;;AO;108;2021;8,9366;2025;99;2023
1;02;007;007;007040;7040;La Salle;;AO;2021;2021;83,9427;2025;2032;2023
1;02;007;007;007041;7041;La Thuile;;AO;816;2021;125,6666;2025;776;2023
1;02;007;007;007042;7042;Lillianes;;AO;432;2021;18,5455;2025;412;2023
1;02;007;007;007043;7043;Montjovet;;AO;1766;2021;18,7597;2025;1748;2023
1;02;007;007;007044;7044;Morgex;;AO;2058;2021;43,6277;2025;2057;2023
1;02;007;007;007045;7045;Nus;;AO;2988;2021;57,3588;2025;2950;2023
1;02;007;007;007046;7046;Ollomont;;AO;158;2021;53,4824;2025;165;2023
1;02;007;007;007047;7047;Oyace;;AO;209;2021;30,5598;2025;202;2023
1;02;007;007;007048;7048;Perloz;;AO;458;2021;23,2661;2025;451;2023
1;02;007;007;007049;7049;Pollein;;AO;1507;2021;15,3265;2025;1501;2023
1;02;007;007;007050;7050;Pontboset;;AO;171;2021;33,5584;2025;170;2023
1;02;007;007;007051;7051;Pontey;;AO;795;2021;15,7533;2025;778;2023
1;02;007;007;007052;7052;Pont-Saint-Martin;;AO;3553;2021;6,9217;2025;3541;2023
1;02;007;007;007053;7053;Pré-Saint-Didier;;AO;977;2021;33,4019;2025;955;2023
1;02;007;007;007054;7054;Quart;;AO;4089;2021;62,0249;2025;4127;2023
1;02;007;007;007055;7055;Rhêmes-Notre-Dame;;AO;81;2021;86,8333;2025;76;2023
1;02;007;007;007056;7056;Rhêmes-Saint-Georges;;AO;167;2021;36,3385;2025;163;2023
1;02;007;007;007057;7057;Roisan;;AO;1005;2021;14,641;2025;1014;2023
1;02;007;007;007058;7058;Saint-Christophe;;AO;3484;2021;14,7362;2025;3468;2023
1;02;007;007;007059;7059;Saint-Denis;;AO;371;2021;11,3871;2025;368;2023
1;02;007;007;007060;7060;Saint-Marcel;;AO;1312;2021;42,3775;2025;1331;2023
1;02;007;007;007061;7061;Saint-Nicolas;;AO;321;2021;15,4576;2025;334;2023
1;02;007;007;007062;7062;Saint-Oyen;;AO;198;2021;9,4206;2025;194;2023
1;02;007;007;007063;7063;Saint-Pierre;;AO;3240;2021;26,1772;2025;3292;2023
1;02;007;007;007064;7064;Saint-Rhémy-en-Bosses;;AO;330;2021;64,877;2025;331;2023
1;02;007;007;007065;7065;Saint-Vincent;;AO;4451;2021;20,5722;2025;4456;2023
1;02;007;007;007066;7066;Sarre;;AO;4755;2021;28,2904;2025;4787;2023
1;02;007;007;007067;7067;Torgnon;;AO;556;2021;42,4583;2025;557;2023
1;02;007;007;007068;7068;Valgrisenche;;AO;192;2021;113,4757;2025;186;2023
1;02;007;007;007069;7069;Valpelline;;AO;591;2021;31,4468;2025;588;2023
1;02;007;007;007070;7070;Valsavarenche;;AO;166;2021;138,2072;2025;154;2023
1;02;007;007;007071;7071;Valtournenche;;AO;2198;2021;116,1501;2025;2179;2023
1;02;007;007;007072;7072;Verrayes;;AO;1294;2021;22,3547;2025;1283;2023
1;02;007;007;007073;7073;Verrès;;AO;2578;2021;8,387;2025;2508;2023
1;02;007;007;007074;7074;Villeneuve;;AO;1278;2021;8,7979;2025;1276;2023
1;07;008;008;008001;8001;Airole;;IM;363;2021;14,6268;2025;359;2023
1;07;008;008;008002;8002;Apricale;;IM;628;2021;19,9364;2025;611;2023
1;07;008;008;008003;8003;Aquila d'Arroscia;;IM;147;2021;10,0601;2025;138;2023
1;07;008;008;008004;8004;Armo;;IM;118;2021;10,0925;2025;120;2023
1;07;008;008;008005;8005;Aurigo;;IM;337;2021;9,1429;2025;328;2023
1;07;008;008;008006;8006;Badalucco;;IM;1068;2021;16,1378;2025;1075;2023
1;07;008;008;008007;8007;Bajardo;;IM;372;2021;24,3196;2025;378;2023
1;07;008;008;008008;8008;Bordighera;;IM;10130;2021;10,6993;2025;10213;2023
1;07;008;008;008009;8009;Borghetto d'Arroscia;;IM;408;2021;25,9386;2025;403;2023
1;07;008;008;008010;8010;Borgomaro;;IM;827;2021;23,4357;2025;814;2023
1;07;008;008;008011;8011;Camporosso;;IM;5577;2021;17,9485;2025;5611;2023
1;07;008;008;008012;8012;Caravonica;;IM;262;2021;4,4708;2025;244;2023
1;07;008;008;008014;8014;Castellaro;;IM;1267;2021;7,8606;2025;1268;2023
1;07;008;008;008015;8015;Castel Vittorio;;IM;261;2021;25,9282;2025;248;2023
1;07;008;008;008016;8016;Ceriana;;IM;1099;2021;31,7925;2025;1078;2023
1;07;008;008;008017;8017;Cervo;;IM;1118;2021;3,5948;2025;1076;2023
1;07;008;008;008018;8018;Cesio;;IM;273;2021;8,857;2025;257;2023
1;07;008;008;008019;8019;Chiusanico;;IM;593;2021;13,5069;2025;599;2023
1;07;008;008;008020;8020;Chiusavecchia;;IM;513;2021;4,0917;2025;510;2023
1;07;008;008;008021;8021;Cipressa;;IM;1181;2021;9,3931;2025;1203;2023
1;07;008;008;008022;8022;Civezza;;IM;628;2021;3,88;2025;630;2023
1;07;008;008;008023;8023;Cosio d'Arroscia;;IM;175;2021;40,5547;2025;173;2023
1;07;008;008;008024;8024;Costarainera;;IM;777;2021;2,5196;2025;783;2023
1;07;008;008;008025;8025;Diano Arentino;;IM;685;2021;8,3343;2025;693;2023
1;07;008;008;008026;8026;Diano Castello;;IM;2260;2021;6,1124;2025;2236;2023
1;07;008;008;008027;8027;Diano Marina;;IM;5628;2021;6,6615;2025;5552;2023
1;07;008;008;008028;8028;Diano San Pietro;;IM;1098;2021;11,9131;2025;1094;2023
1;07;008;008;008029;8029;Dolceacqua;;IM;2145;2021;20,2846;2025;2155;2023
1;07;008;008;008030;8030;Dolcedo;;IM;1273;2021;19,7953;2025;1267;2023
1;07;008;008;008031;8031;Imperia;;IM;41960;2021;45,4686;2025;42490;2023
1;07;008;008;008032;8032;Isolabona;;IM;677;2021;12,3465;2025;675;2023
1;07;008;008;008033;8033;Lucinasco;;IM;293;2021;7,8969;2025;308;2023
1;07;008;008;008034;8034;Mendatica;;IM;162;2021;30,6911;2025;161;2023
1;07;008;008;008035;8035;Molini di Triora;;IM;622;2021;58,0473;2025;647;2023
1;07;008;008;008037;8037;Montegrosso Pian Latte;;IM;120;2021;10,0261;2025;111;2023
1;07;008;008;008038;8038;Olivetta San Michele;;IM;201;2021;13,8375;2025;190;2023
1;07;008;008;008039;8039;Ospedaletti;;IM;3168;2021;5,4996;2025;3167;2023
1;07;008;008;008040;8040;Perinaldo;;IM;845;2021;20,2994;2025;805;2023
1;07;008;008;008041;8041;Pietrabruna;;IM;453;2021;10,2246;2025;414;2023
1;07;008;008;008042;8042;Pieve di Teco;;IM;1322;2021;40,5053;2025;1309;2023
1;07;008;008;008043;8043;Pigna;;IM;763;2021;53,2305;2025;739;2023
1;07;008;008;008044;8044;Pompeiana;;IM;852;2021;5,3803;2025;849;2023
1;07;008;008;008045;8045;Pontedassio;;IM;2341;2021;13,3126;2025;2343;2023
1;07;008;008;008046;8046;Pornassio;;IM;656;2021;27,2113;2025;569;2023
1;07;008;008;008047;8047;Prelà;;IM;482;2021;14,8027;2025;482;2023
1;07;008;008;008048;8048;Ranzo;;IM;558;2021;10,8563;2025;562;2023
1;07;008;008;008049;8049;Rezzo;;IM;312;2021;37,3675;2025;310;2023
1;07;008;008;008050;8050;Riva Ligure;;IM;2812;2021;2,0729;2025;2780;2023
1;07;008;008;008051;8051;Rocchetta Nervina;;IM;293;2021;15,2848;2025;284;2023
1;07;008;008;008052;8052;San Bartolomeo al Mare;;IM;2943;2021;10,88;2025;2958;2023
1;07;008;008;008053;8053;San Biagio della Cima;;IM;1246;2021;4,3071;2025;1237;2023
1;07;008;008;008054;8054;San Lorenzo al Mare;;IM;1226;2021;1,3475;2025;1209;2023
1;07;008;008;008055;8055;Sanremo;;IM;52918;2021;56,0067;2025;52992;2023
1;07;008;008;008056;8056;Santo Stefano al Mare;;IM;2031;2021;2,7084;2025;2006;2023
1;07;008;008;008057;8057;Seborga;;IM;281;2021;4,8705;2025;278;2023
1;07;008;008;008058;8058;Soldano;;IM;996;2021;3,466;2025;975;2023
1;07;008;008;008059;8059;Taggia;;IM;13766;2021;31,3633;2025;13729;2023
1;07;008;008;008060;8060;Terzorio;;IM;235;2021;1,9254;2025;220;2023
1;07;008;008;008061;8061;Triora;;IM;360;2021;67,6059;2025;400;2023
1;07;008;008;008062;8062;Vallebona;;IM;1257;2021;5,8807;2025;1210;2023
1;07;008;008;008063;8063;Vallecrosia;;IM;6727;2021;3,7219;2025;6776;2023
1;07;008;008;008064;8064;Vasia;;IM;366;2021;11,1512;2025;345;2023
1;07;008;008;008065;8065;Ventimiglia;;IM;23018;2021;53,8308;2025;22934;2023
1;07;008;008;008066;8066;Vessalico;;IM;247;2021;10,4645;2025;255;2023
1;07;008;008;008067;8067;Villa Faraldi;;IM;448;2021;9,5156;2025;447;2023
1;07;008;008;008068;8068;Montalto Carpasio;;IM;502;2021;29,9658;2025;518;2023
1;07;009;009;009001;9001;Alassio;;SV;10168;2021;17,2553;2025;10051;2023
1;07;009;009;009002;9002;Albenga;;SV;23435;2021;36,5893;2025;23575;2023
1;07;009;009;009003;9003;Albissola Marina;;SV;5259;2021;3,2457;2025;5153;2023
1;07;009;009;009004;9004;Albisola Superiore;;SV;9644;2021;28,6771;2025;9597;2023
1;07;009;009;009005;9005;Altare;;SV;1932;2021;11,2964;2025;1920;2023
1;07;009;009;009006;9006;Andora;;SV;7261;2021;31,8219;2025;7262;2023
1;07;009;009;009007;9007;Arnasco;;SV;573;2021;6,093;2025;554;2023
1;07;009;009;009008;9008;Balestrino;;SV;525;2021;11,2733;2025;526;2023
1;07;009;009;009009;9009;Bardineto;;SV;748;2021;29,7933;2025;752;2023
1;07;009;009;009010;9010;Bergeggi;;SV;1068;2021;3,6898;2025;1046;2023
1;07;009;009;009011;9011;Boissano;;SV;2527;2021;8,3521;2025;2529;2023
1;07;009;009;009012;9012;Borghetto Santo Spirito;;SV;4612;2021;5,4033;2025;4603;2023
1;07;009;009;009013;9013;Borgio Verezzi;;SV;2086;2021;2,7664;2025;2098;2023
1;07;009;009;009014;9014;Bormida;;SV;343;2021;22,4709;2025;327;2023
1;07;009;009;009015;9015;Cairo Montenotte;;SV;12648;2021;100,4025;2025;12767;2023
1;07;009;009;009016;9016;Calice Ligure;;SV;1692;2021;20,6033;2025;1697;2023
1;07;009;009;009017;9017;Calizzano;;SV;1423;2021;62,7437;2025;1434;2023
1;07;009;009;009018;9018;Carcare;;SV;5254;2021;10,4004;2025;5291;2023
1;07;009;009;009019;9019;Casanova Lerrone;;SV;737;2021;24,2297;2025;740;2023
1;07;009;009;009020;9020;Castelbianco;;SV;316;2021;14,7043;2025;324;2023
1;07;009;009;009021;9021;Castelvecchio di Rocca Barbena;;SV;133;2021;16,1434;2025;127;2023
1;07;009;009;009022;9022;Celle Ligure;;SV;4910;2021;9,5613;2025;4817;2023
1;07;009;009;009023;9023;Cengio;;SV;3293;2021;18,9616;2025;3325;2023
1;07;009;009;009024;9024;Ceriale;;SV;5365;2021;11,1526;2025;5345;2023
1;07;009;009;009025;9025;Cisano sul Neva;;SV;2122;2021;12,2726;2025;2132;2023
1;07;009;009;009026;9026;Cosseria;;SV;1053;2021;12,4066;2025;1037;2023
1;07;009;009;009027;9027;Dego;;SV;1856;2021;66,8144;2025;1794;2023
1;07;009;009;009028;9028;Erli;;SV;215;2021;16,7297;2025;219;2023
1;07;009;009;009029;9029;Finale Ligure;;SV;11157;2021;35,5308;2025;11046;2023
1;07;009;009;009030;9030;Garlenda;;SV;1348;2021;8,0552;2025;1371;2023
1;07;009;009;009031;9031;Giustenice;;SV;993;2021;17,2237;2025;1013;2023
1;07;009;009;009032;9032;Giusvalla;;SV;401;2021;19,7021;2025;396;2023
1;07;009;009;009033;9033;Laigueglia;;SV;1696;2021;2,7741;2025;1698;2023
1;07;009;009;009034;9034;Loano;;SV;10788;2021;13,5303;2025;10749;2023
1;07;009;009;009035;9035;Magliolo;;SV;933;2021;19,5718;2025;968;2023
1;07;009;009;009036;9036;Mallare;;SV;1061;2021;31,7301;2025;1065;2023
1;07;009;009;009037;9037;Massimino;;SV;97;2021;7,8506;2025;104;2023
1;07;009;009;009038;9038;Millesimo;;SV;3212;2021;15,9576;2025;3257;2023
1;07;009;009;009039;9039;Mioglia;;SV;490;2021;19,2984;2025;509;2023
1;07;009;009;009040;9040;Murialdo;;SV;773;2021;39,2211;2025;729;2023
1;07;009;009;009041;9041;Nasino;;SV;174;2021;22,1768;2025;163;2023
1;07;009;009;009042;9042;Noli;;SV;2442;2021;9,6682;2025;2450;2023
1;07;009;009;009043;9043;Onzo;;SV;219;2021;8,2263;2025;218;2023
1;07;009;009;009044;9044;Orco Feglino;;SV;919;2021;17,313;2025;917;2023
1;07;009;009;009045;9045;Ortovero;;SV;1599;2021;9,6586;2025;1698;2023
1;07;009;009;009046;9046;Osiglia;;SV;443;2021;28,1736;2025;434;2023
1;07;009;009;009047;9047;Pallare;;SV;900;2021;21,3321;2025;852;2023
1;07;009;009;009048;9048;Piana Crixia;;SV;760;2021;30,4449;2025;732;2023
1;07;009;009;009049;9049;Pietra Ligure;;SV;8326;2021;9,8442;2025;8284;2023
1;07;009;009;009050;9050;Plodio;;SV;622;2021;8,6454;2025;624;2023
1;07;009;009;009051;9051;Pontinvrea;;SV;820;2021;24,9456;2025;797;2023
1;07;009;009;009052;9052;Quiliano;;SV;6902;2021;49,9355;2025;6858;2023
1;07;009;009;009053;9053;Rialto;;SV;546;2021;19,5972;2025;533;2023
1;07;009;009;009054;9054;Roccavignale;;SV;741;2021;17,7066;2025;749;2023
1;07;009;009;009055;9055;Sassello;;SV;1747;2021;100,6552;2025;1687;2023
1;07;009;009;009056;9056;Savona;;SV;58534;2021;65,374;2025;58674;2023
1;07;009;009;009057;9057;Spotorno;;SV;3498;2021;8,0195;2025;3397;2023
1;07;009;009;009058;9058;Stella;;SV;2937;2021;43,6807;2025;2967;2023
1;07;009;009;009059;9059;Stellanello;;SV;852;2021;17,7756;2025;848;2023
1;07;009;009;009060;9060;Testico;;SV;177;2021;10,2868;2025;184;2023
1;07;009;009;009061;9061;Toirano;;SV;2640;2021;18,9652;2025;2715;2023
1;07;009;009;009062;9062;Tovo San Giacomo;;SV;2504;2021;9,4467;2025;2526;2023
1;07;009;009;009063;9063;Urbe;;SV;653;2021;31,1688;2025;648;2023
1;07;009;009;009064;9064;Vado Ligure;;SV;8105;2021;23,8939;2025;7997;2023
1;07;009;009;009065;9065;Varazze;;SV;12620;2021;48,0095;2025;12523;2023
1;07;009;009;009066;9066;Vendone;;SV;366;2021;9,915;2025;340;2023
1;07;009;009;009067;9067;Vezzi Portio;;SV;795;2021;8,7619;2025;788;2023
1;07;009;009;009068;9068;Villanova d'Albenga;;SV;2764;2021;15,8677;2025;2787;2023
1;07;009;009;009069;9069;Zuccarello;;SV;286;2021;10,807;2025;284;2023
1;07;010;210;010001;10001;Arenzano;;GE;11163;2021;24,305;2025;11150;2023
1;07;010;210;010002;10002;Avegno;;GE;2519;2021;10,9316;2025;2558;2023
1;07;010;210;010003;10003;Bargagli;;GE;2558;2021;16,2765;2025;2522;2023
1;07;010;210;010004;10004;Bogliasco;;GE;4379;2021;4,4232;2025;4342;2023
1;07;010;210;010005;10005;Borzonasca;;GE;1834;2021;80,5133;2025;1811;2023
1;07;010;210;010006;10006;Busalla;;GE;5168;2021;17,1058;2025;5082;2023
1;07;010;210;010007;10007;Camogli;;GE;5022;2021;10,0076;2025;4930;2023
1;07;010;210;010008;10008;Campo Ligure;;GE;2790;2021;23,7401;2025;2822;2023
1;07;010;210;010009;10009;Campomorone;;GE;6482;2021;25,9074;2025;6463;2023
1;07;010;210;010010;10010;Carasco;;GE;3770;2021;8,4612;2025;3736;2023
1;07;010;210;010011;10011;Casarza Ligure;;GE;6729;2021;27,8218;2025;6732;2023
1;07;010;210;010012;10012;Casella;;GE;3125;2021;8,0657;2025;3065;2023
1;07;010;210;010013;10013;Castiglione Chiavarese;;GE;1580;2021;29,7496;2025;1565;2023
1;07;010;210;010014;10014;Ceranesi;;GE;3637;2021;30,6931;2025;3588;2023
1;07;010;210;010015;10015;Chiavari;;GE;27228;2021;12,2802;2025;27398;2023
1;07;010;210;010016;10016;Cicagna;;GE;2250;2021;11,2878;2025;2251;2023
1;07;010;210;010017;10017;Cogoleto;;GE;8603;2021;20,723;2025;8408;2023
1;07;010;210;010018;10018;Cogorno;;GE;5724;2021;9,0873;2025;5701;2023
1;07;010;210;010019;10019;Coreglia Ligure;;GE;267;2021;8,0024;2025;255;2023
1;07;010;210;010020;10020;Crocefieschi;;GE;522;2021;11,7248;2025;534;2023
1;07;010;210;010021;10021;Davagna;;GE;1857;2021;20,5251;2025;1824;2023
1;07;010;210;010022;10022;Fascia;;GE;73;2021;11,2541;2025;67;2023
1;07;010;210;010023;10023;Favale di Malvaro;;GE;433;2021;16,6164;2025;427;2023
1;07;010;210;010024;10024;Fontanigorda;;GE;244;2021;16,1628;2025;223;2023
1;07;010;210;010025;10025;Genova;;GE;561203;2021;240,6542;2025;562422;2023
1;07;010;210;010026;10026;Gorreto;;GE;94;2021;18,8758;2025;92;2023
1;07;010;210;010027;10027;Isola del Cantone;;GE;1392;2021;47,9667;2025;1390;2023
1;07;010;210;010028;10028;Lavagna;;GE;12315;2021;13,8679;2025;12342;2023
1;07;010;210;010029;10029;Leivi;;GE;2404;2021;9,7098;2025;2439;2023
1;07;010;210;010030;10030;Lorsica;;GE;412;2021;17,7183;2025;394;2023
1;07;010;210;010031;10031;Lumarzo;;GE;1433;2021;25,5078;2025;1418;2023
1;07;010;210;010032;10032;Masone;;GE;3443;2021;29,4412;2025;3310;2023
1;07;010;210;010033;10033;Mele;;GE;2592;2021;16,9336;2025;2522;2023
1;07;010;210;010034;10034;Mezzanego;;GE;1483;2021;28,6496;2025;1533;2023
1;07;010;210;010035;10035;Mignanego;;GE;3495;2021;16,2723;2025;3538;2023
1;07;010;210;010036;10036;Moconesi;;GE;2437;2021;16,3085;2025;2404;2023
1;07;010;210;010037;10037;Moneglia;;GE;2589;2021;15,6111;2025;2514;2023
1;07;010;210;010038;10038;Montebruno;;GE;207;2021;17,6787;2025;201;2023
1;07;010;210;010039;10039;Montoggio;;GE;2008;2021;47,7246;2025;2003;2023
1;07;010;210;010040;10040;Ne;;GE;2130;2021;63,5213;2025;2123;2023
1;07;010;210;010041;10041;Neirone;;GE;843;2021;30,2561;2025;885;2023
1;07;010;210;010042;10042;Orero;;GE;503;2021;15,9885;2025;489;2023
1;07;010;210;010043;10043;Pieve Ligure;;GE;2429;2021;3,5565;2025;2401;2023
1;07;010;210;010044;10044;Portofino;;GE;369;2021;2,531;2025;358;2023
1;07;010;210;010045;10045;Propata;;GE;113;2021;16,931;2025;113;2023
1;07;010;210;010046;10046;Rapallo;;GE;29107;2021;33,6304;2025;29455;2023
1;07;010;210;010047;10047;Recco;;GE;9464;2021;9,7864;2025;9345;2023
1;07;010;210;010048;10048;Rezzoaglio;;GE;875;2021;104,7191;2025;860;2023
