Codice Ripartizione geografica;Codice Regione;Codice Provincia Storico;Codice Provincia Uts;Codice Comune alfanumerico;Codice Comune numerico;Comune;Comune dizione straniera;Sigla automobilistica;Popolazione legale;Anno Censimento;Superficie territoriale Kmq;Anno Superficie territoriale;Popolazione residente;Anno Popolazione residente
1;01;002;002;002004;2004;Alice Castello;;VC;2503;2021;24,565;2025;2519;2023
1;01;002;002;002006;2006;Arborio;;VC;830;2021;23,3102;2025;839;2023
1;01;002;002;002007;2007;Asigliano Vercellese;;VC;1382;2021;26,3155;2025;1364;2023
1;01;002;002;002008;2008;Balmuccia;;VC;110;2021;9,7885;2025;115;2023
1;01;002;002;002009;2009;Balocco;;VC;217;2021;16,808;2025;214;2023
1;01;002;002;002011;2011;Bianzè;;VC;1841;2021;41,8059;2025;1859;2023
1;01;002;002;002014;2014;Boccioleto;;VC;163;2021;33,8706;2025;166;2023
1;01;002;002;002015;2015;Borgo d'Ale;;VC;2223;2021;39,5697;2025;2180;2023
1;01;002;002;002016;2016;Borgosesia;;VC;12189;2021;41,0898;2025;12053;2023
1;01;002;002;002017;2017;Borgo Vercelli;;VC;2260;2021;19,2954;2025;2232;2023
1;01;002;002;002021;2021;Buronzo;;VC;851;2021;25,0767;2025;866;2023
1;01;002;002;002025;2025;Campertogno;;VC;221;2021;34,1364;2025;226;2023
1;01;002;002;002029;2029;Carcoforo;;VC;72;2021;22,8002;2025;75;2023
1;01;002;002;002030;2030;Caresana;;VC;1057;2021;24,1088;2025;1076;2023
1;01;002;002;002031;2031;Caresanablot;;VC;1088;2021;11,0218;2025;1083;2023
1;01;002;002;002032;2032;Carisio;;VC;772;2021;30,1058;2025;752;2023
1;01;002;002;002033;2033;Casanova Elvo;;VC;222;2021;16,205;2025;219;2023
1;01;002;002;002035;2035;San Giacomo Vercellese;;VC;277;2021;9,6044;2025;264;2023
1;01;002;002;002041;2041;Cervatto;;VC;50;2021;9,5379;2025;47;2023
1;01;002;002;002042;2042;Cigliano;;VC;4295;2021;25,3436;2025;4254;2023
1;01;002;002;002043;2043;Civiasco;;VC;234;2021;7,3882;2025;223;2023
1;01;002;002;002045;2045;Collobiano;;VC;86;2021;9,2231;2025;74;2023
1;01;002;002;002047;2047;Costanzana;;VC;761;2021;20,9678;2025;764;2023
1;01;002;002;002048;2048;Cravagliana;;VC;268;2021;34,8563;2025;248;2023
1;01;002;002;002049;2049;Crescentino;;VC;7636;2021;48,2234;2025;7516;2023
1;01;002;002;002052;2052;Crova;;VC;372;2021;14,0163;2025;351;2023
1;01;002;002;002054;2054;Desana;;VC;1063;2021;16,4768;2025;1096;2023
1;01;002;002;002057;2057;Fobello;;VC;186;2021;28,1401;2025;183;2023
1;01;002;002;002058;2058;Fontanetto Po;;VC;1053;2021;23,2425;2025;1037;2023
1;01;002;002;002059;2059;Formigliana;;VC;497;2021;16,7627;2025;492;2023
1;01;002;002;002061;2061;Gattinara;;VC;7611;2021;33,6666;2025;7526;2023
1;01;002;002;002062;2062;Ghislarengo;;VC;816;2021;12,503;2025;807;2023
1;01;002;002;002065;2065;Greggio;;VC;328;2021;11,8819;2025;324;2023
1;01;002;002;002066;2066;Guardabosone;;VC;334;2021;6,0876;2025;324;2023
1;01;002;002;002067;2067;Lamporo;;VC;506;2021;9,644;2025;483;2023
1;01;002;002;002068;2068;Lenta;;VC;795;2021;18,9703;2025;772;2023
1;01;002;002;002070;2070;Lignana;;VC;529;2021;22,574;2025;535;2023
1;01;002;002;002071;2071;Livorno Ferraris;;VC;4180;2021;57,9917;2025;4215;2023
1;01;002;002;002072;2072;Lozzolo;;VC;797;2021;6,667;2025;762;2023
1;01;002;002;002078;2078;Mollia;;VC;93;2021;13,9178;2025;98;2023
1;01;002;002;002079;2079;Moncrivello;;VC;1376;2021;20,1818;2025;1369;2023
1;01;002;002;002082;2082;Motta de' Conti;;VC;741;2021;11,7159;2025;714;2023
1;01;002;002;002088;2088;Olcenengo;;VC;787;2021;16,4959;2025;784;2023
1;01;002;002;002089;2089;Oldenico;;VC;217;2021;6,5271;2025;232;2023
1;01;002;002;002090;2090;Palazzolo Vercellese;;VC;1105;2021;13,9396;2025;1096;2023
1;01;002;002;002091;2091;Pertengo;;VC;305;2021;8,2949;2025;325;2023
1;01;002;002;002093;2093;Pezzana;;VC;1271;2021;17,3518;2025;1284;2023
1;01;002;002;002096;2096;Pila;;VC;144;2021;8,6903;2025;139;2023
1;01;002;002;002097;2097;Piode;;VC;188;2021;13,5977;2025;188;2023
1;01;002;002;002102;2102;Postua;;VC;561;2021;16,1781;2025;533;2023
1;01;002;002;002104;2104;Prarolo;;VC;708;2021;11,5389;2025;734;2023
1;01;002;002;002107;2107;Quarona;;VC;3804;2021;16,156;2025;3766;2023
1;01;002;002;002108;2108;Quinto Vercellese;;VC;391;2021;10,9026;2025;386;2023
1;01;002;002;002110;2110;Rassa;;VC;62;2021;43,2703;2025;68;2023
1;01;002;002;002113;2113;Rimella;;VC;133;2021;26,2705;2025;133;2023
1;01;002;002;002115;2115;Rive;;VC;424;2021;9,409;2025;445;2023
1;01;002;002;002116;2116;Roasio;;VC;2250;2021;27,9151;2025;2228;2023
1;01;002;002;002118;2118;Ronsecco;;VC;543;2021;24,4754;2025;560;2023
1;01;002;002;002121;2121;Rossa;;VC;175;2021;11,8379;2025;163;2023
1;01;002;002;002122;2122;Rovasenda;;VC;912;2021;29,2677;2025;893;2023
1;01;002;002;002126;2126;Salasco;;VC;207;2021;12,1875;2025;208;2023
1;01;002;002;002127;2127;Sali Vercellese;;VC;99;2021;8,7766;2025;94;2023
1;01;002;002;002128;2128;Saluggia;;VC;3777;2021;31,598;2025;3790;2023
1;01;002;002;002131;2131;San Germano Vercellese;;VC;1473;2021;30,6403;2025;1584;2023
1;01;002;002;002133;2133;Santhià;;VC;8109;2021;53,129;2025;8058;2023
1;01;002;002;002134;2134;Scopa;;VC;373;2021;22,5335;2025;372;2023
1;01;002;002;002135;2135;Scopello;;VC;372;2021;18,2547;2025;364;2023
1;01;002;002;002137;2137;Serravalle Sesia;;VC;4751;2021;20,905;2025;4718;2023
1;01;002;002;002142;2142;Stroppiana;;VC;1172;2021;18,3141;2025;1179;2023
1;01;002;002;002147;2147;Tricerro;;VC;680;2021;12,2491;2025;664;2023
1;01;002;002;002148;2148;Trino;;VC;6692;2021;70,6058;2025;6659;2023
1;01;002;002;002150;2150;Tronzano Vercellese;;VC;3318;2021;44,7509;2025;3288;2023
1;01;002;002;002152;2152;Valduggia;;VC;1875;2021;28,4267;2025;1835;2023
1;01;002;002;002156;2156;Varallo;;VC;6926;2021;102,9738;2025;6856;2023
1;01;002;002;002158;2158;Vercelli;;VC;45176;2021;79,7747;2025;45643;2023
1;01;002;002;002163;2163;Villarboit;;VC;386;2021;25,5109;2025;371;2023
1;01;002;002;002164;2164;Villata;;VC;1550;2021;14,5825;2025;1507;2023
1;01;002;002;002166;2166;Vocca;;VC;157;2021;20,2573;2025;158;2023
1;01;002;002;002170;2170;Alto Sermenza;;VC;145;2021;60,3257;2025;140;2023
1;01;002;002;002171;2171;Cellio con Breia;;VC;940;2021;17,2796;2025;937;2023
1;01;003;003;003001;3001;Agrate Conturbia;;NO;1520;2021;14,5362;2025;1551;2023
1;01;003;003;003002;3002;Ameno;;NO;850;2021;9,9965;2025;851;2023
1;01;003;003;003006;3006;Armeno;;NO;2110;2021;31,5153;2025;2077;2023
1;01;003;003;003008;3008;Arona;;NO;13675;2021;15,1698;2025;13730;2023
1;01;003;003;003012;3012;Barengo;;NO;730;2021;19,4928;2025;715;2023
1;01;003;003;003016;3016;Bellinzago Novarese;;NO;9444;2021;39,1788;2025;9441;2023
1;01;003;003;003018;3018;Biandrate;;NO;1307;2021;12,4537;2025;1338;2023
1;01;003;003;003019;3019;Boca;;NO;1131;2021;9,608;2025;1156;2023
1;01;003;003;003021;3021;Bogogno;;NO;1297;2021;8,4826;2025;1309;2023
1;01;003;003;003022;3022;Bolzano Novarese;;NO;1149;2021;3,3043;2025;1140;2023
1;01;003;003;003023;3023;Borgolavezzaro;;NO;1956;2021;21,0915;2025;1997;2023
1;01;003;003;003024;3024;Borgomanero;;NO;21277;2021;32,2544;2025;21243;2023
1;01;003;003;003025;3025;Borgo Ticino;;NO;5174;2021;13,3812;2025;5167;2023
1;01;003;003;003026;3026;Briga Novarese;;NO;2763;2021;4,7479;2025;2785;2023
1;01;003;003;003027;3027;Briona;;NO;1105;2021;24,7563;2025;1136;2023
1;01;003;003;003030;3030;Caltignaga;;NO;2504;2021;22,3213;2025;2482;2023
1;01;003;003;003032;3032;Cameri;;NO;10660;2021;39,9852;2025;10730;2023
1;01;003;003;003036;3036;Carpignano Sesia;;NO;2470;2021;14,6556;2025;2467;2023
1;01;003;003;003037;3037;Casalbeltrame;;NO;991;2021;16,0407;2025;1011;2023
1;01;003;003;003039;3039;Casaleggio Novara;;NO;905;2021;10,531;2025;896;2023
1;01;003;003;003040;3040;Casalino;;NO;1523;2021;39,4893;2025;1516;2023
1;01;003;003;003041;3041;Casalvolone;;NO;875;2021;17,4845;2025;862;2023
1;01;003;003;003042;3042;Castellazzo Novarese;;NO;316;2021;10,7917;2025;335;2023
1;01;003;003;003043;3043;Castelletto sopra Ticino;;NO;9826;2021;14,6413;2025;9840;2023
1;01;003;003;003044;3044;Cavaglietto;;NO;381;2021;6,4854;2025;385;2023
1;01;003;003;003045;3045;Cavaglio d'Agogna;;NO;1165;2021;9,8334;2025;1137;2023
1;01;003;003;003047;3047;Cavallirio;;NO;1307;2021;8,3261;2025;1272;2023
1;01;003;003;003049;3049;Cerano;;NO;6712;2021;32,6335;2025;6775;2023
1;01;003;003;003051;3051;Colazza;;NO;530;2021;3,1617;2025;541;2023
1;01;003;003;003052;3052;Comignago;;NO;1209;2021;4,4493;2025;1250;2023
1;01;003;003;003055;3055;Cressa;;NO;1604;2021;7,1035;2025;1563;2023
1;01;003;003;003058;3058;Cureggio;;NO;2576;2021;8,5067;2025;2574;2023
1;01;003;003;003060;3060;Divignano;;NO;1433;2021;4,9346;2025;1445;2023
1;01;003;003;003062;3062;Dormelletto;;NO;2561;2021;7,2522;2025;2507;2023
1;01;003;003;003065;3065;Fara Novarese;;NO;2007;2021;9,2145;2025;2016;2023
1;01;003;003;003066;3066;Fontaneto d'Agogna;;NO;2592;2021;21,1702;2025;2609;2023
1;01;003;003;003068;3068;Galliate;;NO;15551;2021;29,3663;2025;15681;2023
1;01;003;003;003069;3069;Garbagna Novarese;;NO;1405;2021;10,0494;2025;1410;2023
1;01;003;003;003070;3070;Gargallo;;NO;1764;2021;3,7697;2025;1764;2023
1;01;003;003;003073;3073;Ghemme;;NO;3386;2021;20,6439;2025;3412;2023
1;01;003;003;003076;3076;Gozzano;;NO;5487;2021;12,5821;2025;5529;2023
1;01;003;003;003077;3077;Granozzo con Monticello;;NO;1332;2021;19,5209;2025;1314;2023
1;01;003;003;003079;3079;Grignasco;;NO;4345;2021;14,3336;2025;4319;2023
1;01;003;003;003082;3082;Invorio;;NO;4308;2021;17,3717;2025;4277;2023
1;01;003;003;003083;3083;Landiona;;NO;537;2021;7,2833;2025;527;2023
1;01;003;003;003084;3084;Lesa;;NO;2152;2021;13,5807;2025;2153;2023
1;01;003;003;003088;3088;Maggiora;;NO;1609;2021;10,6586;2025;1633;2023
1;01;003;003;003090;3090;Mandello Vitta;;NO;228;2021;5,8541;2025;211;2023
1;01;003;003;003091;3091;Marano Ticino;;NO;1568;2021;7,788;2025;1576;2023
1;01;003;003;003093;3093;Massino Visconti;;NO;1124;2021;6,8639;2025;1102;2023
1;01;003;003;003095;3095;Meina;;NO;2372;2021;7,5353;2025;2355;2023
1;01;003;003;003097;3097;Mezzomerico;;NO;1203;2021;7,7187;2025;1215;2023
1;01;003;003;003098;3098;Miasino;;NO;811;2021;5,5209;2025;810;2023
1;01;003;003;003100;3100;Momo;;NO;2393;2021;23,5907;2025;2397;2023
1;01;003;003;003103;3103;Nebbiuno;;NO;1788;2021;8,265;2025;1841;2023
1;01;003;003;003104;3104;Nibbiola;;NO;825;2021;11,3421;2025;827;2023
1;01;003;003;003106;3106;Novara;;NO;101367;2021;103,0499;2025;102187;2023
1;01;003;003;003108;3108;Oleggio;;NO;14204;2021;37,7945;2025;14210;2023
1;01;003;003;003109;3109;Oleggio Castello;;NO;2203;2021;5,9352;2025;2208;2023
1;01;003;003;003112;3112;Orta San Giulio;;NO;1131;2021;6,65;2025;1114;2023
1;01;003;003;003114;3114;Paruzzaro;;NO;2143;2021;5,2272;2025;2148;2023
1;01;003;003;003115;3115;Pella;;NO;894;2021;8,1338;2025;870;2023
1;01;003;003;003116;3116;Pettenasco;;NO;1341;2021;7,0708;2025;1305;2023
1;01;003;003;003119;3119;Pisano;;NO;779;2021;2,7659;2025;794;2023
1;01;003;003;003120;3120;Pogno;;NO;1350;2021;9,8648;2025;1353;2023
1;01;003;003;003121;3121;Pombia;;NO;2118;2021;12,2967;2025;2120;2023
1;01;003;003;003122;3122;Prato Sesia;;NO;1849;2021;12,1259;2025;1830;2023
1;01;003;003;003129;3129;Recetto;;NO;956;2021;8,8525;2025;998;2023
1;01;003;003;003130;3130;Romagnano Sesia;;NO;3677;2021;17,9757;2025;3702;2023
1;01;003;003;003131;3131;Romentino;;NO;5625;2021;17,6907;2025;5616;2023
1;01;003;003;003133;3133;San Maurizio d'Opaglio;;NO;2994;2021;8,5098;2025;2992;2023
1;01;003;003;003134;3134;San Nazzaro Sesia;;NO;731;2021;11,4507;2025;702;2023
1;01;003;003;003135;3135;San Pietro Mosezzo;;NO;1971;2021;34,8993;2025;1984;2023
1;01;003;003;003138;3138;Sillavengo;;NO;556;2021;9,5352;2025;545;2023
1;01;003;003;003139;3139;Sizzano;;NO;1360;2021;10,7544;2025;1369;2023
1;01;003;003;003140;3140;Soriso;;NO;719;2021;6,3718;2025;719;2023
1;01;003;003;003141;3141;Sozzago;;NO;1088;2021;12,9144;2025;1110;2023
1;01;003;003;003143;3143;Suno;;NO;2706;2021;21,327;2025;2676;2023
1;01;003;003;003144;3144;Terdobbiate;;NO;459;2021;8,4632;2025;449;2023
1;01;003;003;003146;3146;Tornaco;;NO;875;2021;13,241;2025;852;2023
1;01;003;003;003149;3149;Trecate;;NO;20496;2021;38,2225;2025;20839;2023
1;01;003;003;003153;3153;Vaprio d'Agogna;;NO;967;2021;10,0122;2025;960;2023
1;01;003;003;003154;3154;Varallo Pombia;;NO;4946;2021;13,768;2025;4971;2023
1;01;003;003;003158;3158;Vespolate;;NO;2015;2021;17,7798;2025;2031;2023
1;01;003;003;003159;3159;Vicolungo;;NO;826;2021;13,2938;2025;854;2023
1;01;003;003;003164;3164;Vinzaglio;;NO;523;2021;15,4635;2025;522;2023
1;01;003;003;003166;3166;Gattico-Veruno;;NO;5224;2021;26,1871;2025;5250;2023
1;01;004;004;004001;4001;Acceglio;;CN;157;2021;151,5278;2025;159;2023
1;01;004;004;004002;4002;Aisone;;CN;205;2021;36,9173;2025;213;2023
1;01;004;004;004003;4003;Alba;;CN;31095;2021;53,5852;2025;31146;2023
1;01;004;004;004004;4004;Albaretto della Torre;;CN;221;2021;4,5899;2025;215;2023
1;01;004;004;004005;4005;Alto;;CN;142;2021;7,4616;2025;151;2023
1;01;004;004;004006;4006;Argentera;;CN;78;2021;76,2592;2025;80;2023
1;01;004;004;004007;4007;Arguello;;CN;199;2021;4,9174;2025;195;2023
1;01;004;004;004008;4008;Bagnasco;;CN;973;2021;30,9491;2025;961;2023
1;01;004;004;004009;4009;Bagnolo Piemonte;;CN;5817;2021;63,2494;2025;5818;2023
1;01;004;004;004010;4010;Baldissero d'Alba;;CN;1048;2021;15,3263;2025;1061;2023
1;01;004;004;004011;4011;Barbaresco;;CN;609;2021;7,7636;2025;607;2023
1;01;004;004;004012;4012;Barge;;CN;7430;2021;81,9913;2025;7412;2023
1;01;004;004;004013;4013;Barolo;;CN;660;2021;5,7095;2025;618;2023
1;01;004;004;004014;4014;Bastia Mondovì;;CN;628;2021;12,0007;2025;627;2023
1;01;004;004;004015;4015;Battifollo;;CN;211;2021;11,1195;2025;215;2023
1;01;004;004;004016;4016;Beinette;;CN;3441;2021;17,6863;2025;3498;2023
1;01;004;004;004017;4017;Bellino;;CN;95;2021;62,07;2025;96;2023
1;01;004;004;004018;4018;Belvedere Langhe;;CN;337;2021;5,003;2025;346;2023
1;01;004;004;004019;4019;Bene Vagienna;;CN;3643;2021;48,9673;2025;3657;2023
1;01;004;004;004020;4020;Benevello;;CN;467;2021;5,4389;2025;453;2023
1;01;004;004;004021;4021;Bergolo;;CN;55;2021;3,1118;2025;53;2023
1;01;004;004;004022;4022;Bernezzo;;CN;4219;2021;25,8633;2025;4244;2023
1;01;004;004;004023;4023;Bonvicino;;CN;100;2021;7,2409;2025;98;2023
1;01;004;004;004024;4024;Borgomale;;CN;386;2021;8,4778;2025;369;2023
1;01;004;004;004025;4025;Borgo San Dalmazzo;;CN;12477;2021;22,3398;2025;12563;2023
1;01;004;004;004026;4026;Bosia;;CN;170;2021;5,5405;2025;170;2023
1;01;004;004;004027;4027;Bossolasco;;CN;639;2021;14,5453;2025;652;2023
1;01;004;004;004028;4028;Boves;;CN;9641;2021;50,9483;2025;9653;2023
1;01;004;004;004029;4029;Bra;;CN;29536;2021;59,5299;2025;29730;2023
1;01;004;004;004030;4030;Briaglia;;CN;305;2021;6,2376;2025;310;2023
1;01;004;004;004031;4031;Briga Alta;;CN;40;2021;52,1796;2025;41;2023
1;01;004;004;004032;4032;Brondello;;CN;261;2021;10,124;2025;264;2023
1;01;004;004;004033;4033;Brossasco;;CN;1005;2021;28,0638;2025;991;2023
1;01;004;004;004034;4034;Busca;;CN;10127;2021;76,7645;2025;10143;2023
1;01;004;004;004035;4035;Camerana;;CN;575;2021;23,6377;2025;555;2023
1;01;004;004;004037;4037;Canale;;CN;5514;2021;17,8653;2025;5492;2023
1;01;004;004;004038;4038;Canosio;;CN;79;2021;48,4476;2025;76;2023
1;01;004;004;004039;4039;Caprauna;;CN;96;2021;11,5018;2025;83;2023
1;01;004;004;004040;4040;Caraglio;;CN;6755;2021;41,676;2025;6773;2023
1;01;004;004;004041;4041;Caramagna Piemonte;;CN;3072;2021;26,3283;2025;3015;2023
1;01;004;004;004042;4042;Cardè;;CN;1143;2021;19,3043;2025;1132;2023
1;01;004;004;004043;4043;Carrù;;CN;4382;2021;25,838;2025;4411;2023
1;01;004;004;004044;4044;Cartignano;;CN;175;2021;6,4192;2025;164;2023
1;01;004;004;004045;4045;Casalgrasso;;CN;1412;2021;17,8063;2025;1438;2023
1;01;004;004;004046;4046;Castagnito;;CN;2184;2021;7,1148;2025;2240;2023
1;01;004;004;004047;4047;Casteldelfino;;CN;143;2021;33,9514;2025;139;2023
1;01;004;004;004049;4049;Castelletto Stura;;CN;1349;2021;17,1301;2025;1374;2023
1;01;004;004;004050;4050;Castelletto Uzzone;;CN;310;2021;14,8586;2025;292;2023
1;01;004;004;004051;4051;Castellinaldo d'Alba;;CN;915;2021;7,8029;2025;893;2023
1;01;004;004;004052;4052;Castellino Tanaro;;CN;281;2021;11,5394;2025;269;2023
1;01;004;004;004053;4053;Castelmagno;;CN;53;2021;49,307;2025;55;2023
1;01;004;004;004054;4054;Castelnuovo di Ceva;;CN;102;2021;6,2621;2025;104;2023
1;01;004;004;004055;4055;Castiglione Falletto;;CN;690;2021;4,7202;2025;654;2023
1;01;004;004;004056;4056;Castiglione Tinella;;CN;811;2021;11,634;2025;751;2023
1;01;004;004;004057;4057;Castino;;CN;458;2021;15,5228;2025;441;2023
1;01;004;004;004058;4058;Cavallerleone;;CN;673;2021;16,4378;2025;673;2023
1;01;004;004;004059;4059;Cavallermaggiore;;CN;5333;2021;51,5948;2025;5343;2023
1;01;004;004;004060;4060;Celle di Macra;;CN;84;2021;31,1053;2025;89;2023
1;01;004;004;004061;4061;Centallo;;CN;6875;2021;42,485;2025;6937;2023
1;01;004;004;004062;4062;Ceresole Alba;;CN;2006;2021;37,0487;2025;1997;2023
1;01;004;004;004063;4063;Cerretto Langhe;;CN;402;2021;10,1423;2025;387;2023
1;01;004;004;004064;4064;Cervasca;;CN;5148;2021;18,223;2025;5165;2023
1;01;004;004;004065;4065;Cervere;;CN;2255;2021;18,596;2025;2262;2023
1;01;004;004;004066;4066;Ceva;;CN;5641;2021;43,1656;2025;5884;2023
1;01;004;004;004067;4067;Cherasco;;CN;9447;2021;81,5352;2025;9552;2023
1;01;004;004;004068;4068;Chiusa di Pesio;;CN;3548;2021;95,0188;2025;3667;2023
1;01;004;004;004069;4069;Cigliè;;CN;183;2021;6,1219;2025;190;2023
1;01;004;004;004070;4070;Cissone;;CN;80;2021;5,9034;2025;78;2023
1;01;004;004;004071;4071;Clavesana;;CN;799;2021;17,1509;2025;793;2023
1;01;004;004;004072;4072;Corneliano d'Alba;;CN;2142;2021;10,0872;2025;2139;2023
1;01;004;004;004073;4073;Cortemilia;;CN;2188;2021;24,9875;2025;2149;2023
1;01;004;004;004074;4074;Cossano Belbo;;CN;901;2021;20,5401;2025;868;2023
1;01;004;004;004075;4075;Costigliole Saluzzo;;CN;3295;2021;15,3423;2025;3317;2023
1;01;004;004;004076;4076;Cravanzana;;CN;377;2021;8,1183;2025;351;2023
1;01;004;004;004077;4077;Crissolo;;CN;156;2021;52,0529;2025;148;2023
1;01;004;004;004078;4078;Cuneo;;CN;55557;2021;119,669;2025;55914;2023
1;01;004;004;004079;4079;Demonte;;CN;1853;2021;127,3063;2025;1858;2023
1;01;004;004;004080;4080;Diano d'Alba;;CN;3622;2021;17,5432;2025;3562;2023
1;01;004;004;004081;4081;Dogliani;;CN;4553;2021;35,6828;2025;4587;2023
1;01;004;004;004082;4082;Dronero;;CN;6902;2021;58,9575;2025;7022;2023
1;01;004;004;004083;4083;Elva;;CN;82;2021;26,2196;2025;78;2023
1;01;004;004;004084;4084;Entracque;;CN;770;2021;160,7314;2025;760;2023
1;01;004;004;004085;4085;Envie;;CN;1954;2021;24,9305;2025;1942;2023
1;01;004;004;004086;4086;Farigliano;;CN;1698;2021;16,4417;2025;1699;2023
1;01;004;004;004087;4087;Faule;;CN;464;2021;7,0298;2025;490;2023
1;01;004;004;004088;4088;Feisoglio;;CN;295;2021;7,6666;2025;298;2023
1;01;004;004;004089;4089;Fossano;;CN;24242;2021;130,1431;2025;24190;2023
1;01;004;004;004090;4090;Frabosa Soprana;;CN;719;2021;47,1437;2025;746;2023
1;01;004;004;004091;4091;Frabosa Sottana;;CN;1604;2021;37,6433;2025;1610;2023
1;01;004;004;004092;4092;Frassino;;CN;262;2021;17,0106;2025;257;2023
1;01;004;004;004093;4093;Gaiola;;CN;574;2021;4,9691;2025;582;2023
1;01;004;004;004094;4094;Gambasca;;CN;347;2021;5,7412;2025;350;2023
1;01;004;004;004095;4095;Garessio;;CN;2881;2021;131,2811;2025;2834;2023
1;01;004;004;004096;4096;Genola;;CN;2587;2021;13,7225;2025;2564;2023
1;01;004;004;004097;4097;Gorzegno;;CN;255;2021;13,9699;2025;249;2023
1;01;004;004;004098;4098;Gottasecca;;CN;130;2021;13,6769;2025;128;2023
1;01;004;004;004099;4099;Govone;;CN;2255;2021;18,9106;2025;2235;2023
1;01;004;004;004100;4100;Grinzane Cavour;;CN;1987;2021;3,8082;2025;1956;2023
1;01;004;004;004101;4101;Guarene;;CN;3513;2021;13,446;2025;3546;2023
1;01;004;004;004102;4102;Igliano;;CN;67;2021;3,4042;2025;66;2023
1;01;004;004;004103;4103;Isasca;;CN;72;2021;5,0784;2025;70;2023
1;01;004;004;004104;4104;Lagnasco;;CN;1395;2021;17,7123;2025;1406;2023
1;01;004;004;004105;4105;La Morra;;CN;2675;2021;24,1658;2025;2639;2023
1;01;004;004;004106;4106;Lequio Berria;;CN;432;2021;11,8291;2025;435;2023
1;01;004;004;004107;4107;Lequio Tanaro;;CN;752;2021;12,2005;2025;708;2023
1;01;004;004;004108;4108;Lesegno;;CN;788;2021;14,2197;2025;844;2023
1;01;004;004;004109;4109;Levice;;CN;204;2021;15,739;2025;194;2023
1;01;004;004;004110;4110;Limone Piemonte;;CN;1402;2021;70,8103;2025;1342;2023
1;01;004;004;004111;4111;Lisio;;CN;191;2021;8,2287;2025;191;2023
1;01;004;004;004112;4112;Macra;;CN;43;2021;24,6562;2025;45;2023
1;01;004;004;004113;4113;Magliano Alfieri;;CN;2173;2021;9,5002;2025;2153;2023
1;01;004;004;004114;4114;Magliano Alpi;;CN;2130;2021;33,2204;2025;2161;2023
1;01;004;004;004115;4115;Mango;;CN;1253;2021;20,0309;2025;1256;2023
1;01;004;004;004116;4116;Manta;;CN;3765;2021;11,7345;2025;3777;2023
1;01;004;004;004117;4117;Marene;;CN;3269;2021;28,987;2025;3348;2023
1;01;004;004;004118;4118;Margarita;;CN;1429;2021;11,3762;2025;1412;2023
1;01;004;004;004119;4119;Marmora;;CN;54;2021;41,1258;2025;58;2023
1;01;004;004;004120;4120;Marsaglia;;CN;214;2021;13,0258;2025;219;2023
1;01;004;004;004121;4121;Martiniana Po;;CN;752;2021;13,2806;2025;781;2023
1;01;004;004;004122;4122;Melle;;CN;298;2021;27,9057;2025;299;2023
1;01;004;004;004123;4123;Moiola;;CN;218;2021;15,0682;2025;219;2023
1;01;004;004;004124;4124;Mombarcaro;;CN;250;2021;20,5111;2025;268;2023
1;01;004;004;004125;4125;Mombasiglio;;CN;617;2021;17,3495;2025;587;2023
1;01;004;004;004126;4126;Monastero di Vasco;;CN;1259;2021;17,4382;2025;1269;2023
1;01;004;004;004127;4127;Monasterolo Casotto;;CN;80;2021;7,6797;2025;81;2023
1;01;004;004;004128;4128;Monasterolo di Savigliano;;CN;1335;2021;14,9114;2025;1323;2023
1;01;004;004;004129;4129;Monchiero;;CN;585;2021;4,9903;2025;574;2023
1;01;004;004;004130;4130;Mondovì;;CN;22015;2021;87,0516;2025;22011;2023
1;01;004;004;004131;4131;Monesiglio;;CN;595;2021;12,933;2025;575;2023
1;01;004;004;004132;4132;Monforte d'Alba;;CN;1954;2021;25,2744;2025;1919;2023
1;01;004;004;004133;4133;Montà;;CN;4684;2021;26,8196;2025;4681;2023
1;01;004;004;004134;4134;Montaldo di Mondovì;;CN;530;2021;23,5797;2025;535;2023
1;01;004;004;004135;4135;Montaldo Roero;;CN;862;2021;11,8402;2025;873;2023
1;01;004;004;004136;4136;Montanera;;CN;714;2021;11,6271;2025;713;2023
1;01;004;004;004137;4137;Montelupo Albese;;CN;480;2021;6,4303;2025;474;2023
1;01;004;004;004138;4138;Montemale di Cuneo;;CN;214;2021;11,1041;2025;233;2023
1;01;004;004;004139;4139;Monterosso Grana;;CN;514;2021;42,221;2025;532;2023
1;01;004;004;004140;4140;Monteu Roero;;CN;1634;2021;24,6997;2025;1604;2023
1;01;004;004;004141;4141;Montezemolo;;CN;225;2021;6,9363;2025;222;2023
